Country,BP_Start,BP_End,BP_Slope,BP_Curvature,Obesity_Start,Obesity_End,Obesity_Slope,Obesity_Curvature,Diabetes_Start,Diabetes_End,Diabetes_Slope,Diabetes_Curvature,Cluster,Cluster_Name,Country_Code,Continent,Income_Group
Tajikistan,26.956975687345153,25.721959177502733,-0.04122669793068923,0.16615247547017184,5.018507419649863,12.698473786381161,0.24808167939427436,0.18346738212500927,4.445588138114049,9.3840392972745,0.15791067727151323,0.18776284074942717,0,Moderate Transition,TJK,Asia,Lower middle income
Tanzania,23.451157484791615,27.03233438894511,0.12304789986217803,-0.04114382751331619,1.4283259334176241,7.165982869621695,0.18758581745384065,0.1444899639756082,2.6296712747503377,5.8645411707176756,0.11039257556595862,-0.0054474190093279085,4,Lean Hypertension / Low-Obesity Rising-BP,TZA,Africa,Low income
Thailand,21.00843072744587,22.365198018705108,0.04999102482146341,-0.07782664619457653,1.382145254245407,8.126349498659025,0.2155222758821538,0.22748875989391132,4.5596575166205415,8.295541332466204,0.12719504052448669,0.02153533532810642,4,Lean Hypertension / Low-Obesity Rising-BP,THA,Asia,Upper middle income
Timor-Leste,23.106355016484702,27.4375483527931,0.14984096905703548,-0.10368074874373868,0.41593600890691007,3.075212262237231,0.08608773347009728,0.08570490982765508,2.872201980558538,5.3574272588715575,0.08543277687789645,-0.06277028083366984,4,Lean Hypertension / Low-Obesity Rising-BP,TLS,Asia,Lower middle income
Togo,29.078971930630143,29.13180999869124,-0.002865844603723355,-0.17988118462535174,1.613542297791286,7.217068516478323,0.1855667871095996,0.13048508097324196,3.110248109053863,6.83516696809429,0.12713250314244787,0.04094176605493767,4,Lean Hypertension / Low-Obesity Rising-BP,TGO,Africa,Low income
Tokelau,19.118966251729333,25.610945474912093,0.21711135176165722,0.15174672178833415,19.457108918267238,43.375008703989906,0.8017693045606441,0.11804933949867458,8.831997556910034,25.544740193116475,0.5641844312490125,0.06756600641263666,1,Pacific Extreme Outliers,TKL,Oceania,
Tonga,21.10288227584732,23.038450500836767,0.0650135221437517,0.13182402157237627,25.178464822555263,46.61439044934662,0.7151957092581427,-0.012699206743572833,9.44444904414086,23.18681101910521,0.463909480134683,0.019820440117384763,1,Pacific Extreme Outliers,TON,Oceania,Upper middle income
Trinidad and Tobago,21.86862028829959,25.157358522260516,0.10713525965134421,0.11360062141740751,5.205728894701823,16.829025537039247,0.39132830575413086,0.21676201590466493,4.215002417561419,10.926911541914421,0.2252068842481885,0.1905191022739887,0,Moderate Transition,TTO,North America,High income
Tunisia,30.994386102747463,24.12146632889238,-0.22880058182815569,-0.1501277618687029,10.374402486242397,25.33433424733757,0.5012107859766489,0.07935068485768221,5.651422960518552,11.952756730934421,0.21143619733852764,0.07084502654161925,0,Moderate Transition,TUN,Africa,Lower middle income
Turkey,28.163128130766847,21.541801793259737,-0.22692836513100664,-0.3766192312252135,11.639657280831345,30.2542088492336,0.616497237313203,-0.007431170572882895,5.4823204597755835,12.98940302390406,0.24924629763443987,0.10984695895611779,0,Moderate Transition,TUR,Asia,Upper middle income
Turkmenistan,30.260892304116247,25.55994451682982,-0.15431392469551458,0.10131529040726307,6.811819667400296,16.8462045373172,0.3314443207935866,0.23663148708769963,5.073242226643434,11.24851114456774,0.1997199598086819,0.20858119416431645,0,Moderate Transition,TKM,Asia,Upper middle income
Tuvalu,24.71860500951285,23.924447350050848,-0.024594777833173462,-0.04631389688339129,24.42598085200895,50.163682338177566,0.8561986331397974,-0.16775360716513865,9.550223510071316,23.122453030177518,0.4616601552466928,-0.15162656281713222,1,Pacific Extreme Outliers,TUV,Oceania,Upper middle income
Uganda,21.7814526792528,26.604718684693797,0.16235197782929184,0.05140510325310066,0.9128153025872103,4.492759780561639,0.11722397892540508,0.08799415819198136,1.828152806635575,4.267826670334349,0.08093039188234312,0.04862375570669735,4,Lean Hypertension / Low-Obesity Rising-BP,UGA,Africa,Low income
Ukraine,38.97739669285819,28.148376659781132,-0.3783580639208989,-0.05260575459637029,14.11460783765429,23.25228064645691,0.2975466550314262,0.01039171667567279,5.636735525677837,7.160469536908498,0.04876178211125351,0.024583139578397403,3,High-Starting-BP Recovery,UKR,Europe,Lower middle income
United Arab Emirates,38.68274650043408,21.58785539722928,-0.5555782646485674,0.29824452610706675,19.6123625749431,32.9753783629453,0.44246054943911306,0.23149187952775452,9.907987415438313,14.960044347572119,0.1897416842946786,0.1770151239696845,3,High-Starting-BP Recovery,ARE,Asia,High income
United Kingdom,31.16441128792,16.7237318020219,-0.4922925458077318,-0.21598070651627493,11.726237441741288,26.337679114920082,0.49097315922370843,0.1907436694314701,4.44488603761406,5.735764297927614,0.044769992025544166,-0.022301112118741365,2,Wealthy Decouplers,GBR,Europe,High income
United States of America,22.082150584425385,13.29540009357001,-0.28684953754337567,0.2601867868286958,15.04227612043232,34.64456302792869,0.667426867086029,0.1123246310540632,4.5988627959172375,7.179798903099757,0.09011398464226976,-0.024169923126014084,2,Wealthy Decouplers,USA,North America,High income
Uruguay,38.484826893680896,22.28310043709115,-0.5369753186869077,0.0076809203928088765,13.912162293566814,26.7872094502643,0.4300959984931086,0.07913970046070923,7.427684666821326,9.203372739246982,0.05831967993607142,0.041908396492818537,3,High-Starting-BP Recovery,URY,South America,High income
Uzbekistan,28.33117448770657,25.367291522579627,-0.09725536195914304,0.16341835526205645,5.848841902041627,14.925420957646859,0.2955953860227066,0.17485960653762428,4.6004775661445505,9.864799404571698,0.1700701731844357,0.15695011485724225,0,Moderate Transition,UZB,Asia,Lower middle income
Vanuatu,21.55492300207029,23.8750441645386,0.07962001655354076,0.019846080314798134,8.22549856753339,23.4610785726173,0.5090246944790372,0.14304462173363847,7.3043505593214615,15.084199747783842,0.26139464423723624,0.14603157660398539,0,Moderate Transition,VUT,Oceania,Lower middle income
Venezuela,33.25616185777742,19.76196741859612,-0.4639485975349241,-0.07493551227419876,12.635067504199213,24.87319668309376,0.4108277683392287,-0.0161450980967911,7.088968951242097,9.357057910684052,0.07788938141006028,-0.05323040271540816,2,Wealthy Decouplers,VEN,South America,Upper middle income
Viet Nam,20.46499274950396,23.11678015106736,0.09212735479928316,-0.003309265614999654,0.20702941787308138,1.6332386466083317,0.04547060025400367,0.058856088201693295,2.996308465396713,5.2324943213235215,0.07751856219649952,-0.009086090115733483,4,Lean Hypertension / Low-Obesity Rising-BP,VNM,Asia,Lower middle income
Yemen,26.760394884111328,30.524993735607563,0.12454128125684241,-0.1279816944365697,3.9380678063260297,15.163547929069347,0.3718605367064047,0.22150179638778972,3.410561620771486,10.652030327125088,0.24269308029050535,0.1546999550093924,0,Moderate Transition,YEM,Asia,Lower middle income
Zambia,29.33934115226672,27.27679542691045,-0.06926344260795023,0.04132364678952958,2.3906559860181136,7.077081671680956,0.14869968772839934,0.1075179349347545,3.770546350740478,6.319190926973317,0.08293187086647245,0.021370572392257814,4,Lean Hypertension / Low-Obesity Rising-BP,ZMB,Africa,Lower middle income
Zimbabwe,28.928065453245267,28.24864274202208,-0.03012021058213082,-0.15372130083366045,5.214425381041988,14.352453356450681,0.30891131979751435,0.016005628898911883,4.155990432367678,6.837626561433298,0.09369174519073273,-0.014966124226921382,4,Lean Hypertension / Low-Obesity Rising-BP,ZWE,Africa,Low income
