Country,BP_Start,BP_End,BP_Slope,BP_Curvature,Obesity_Start,Obesity_End,Obesity_Slope,Obesity_Curvature,Diabetes_Start,Diabetes_End,Diabetes_Slope,Diabetes_Curvature,Cluster,Cluster_Name,Country_Code,Continent,UHC_End,Gini_Index,Gini_Year,Income_Group,WHO_Region,Income_Group_Ordinal,BP_Residual,BP_Predicted_By_Obesity
Chile,34.44267095301457,21.95884360023515,-0.4167562143157756,0.0371645368763998,14.09482951445886,26.940640411321283,0.4282502961174553,0.0903611605296385,7.541766981527978,10.157726724172294,0.0874233889574198,0.066522073131564,3,High-Starting-BP Recovery,CHL,South America,75.2,43.0,2024.0,High income,Americas,4.0,-1.9779701033830293,23.936813703618178
China,18.88480606735013,19.69947237904402,0.0371562842167483,-0.2153241833648226,0.7669650818470777,5.192284101797263,0.1442839244971736,0.140166175373707,4.357222984072299,8.389152568892525,0.1353865265844524,0.1003260550614214,4,Lean Hypertension / Low-Obesity Rising-BP,CHN,Asia,75.4,36.0,2022.0,Upper middle income,Western Pacific,3.0,-6.711231071737615,26.410703450781636
China (Hong Kong SAR),31.70351228771964,20.28149973151116,-0.3768878507165098,0.0271987423673626,4.769128856209436,10.15171353707468,0.1798899895283694,-0.0044791821109948,7.6304549039261955,7.505779455643079,-0.0033682559810587,-0.051797169701431,2,Wealthy Decouplers,HKG,Asia,,,,High income,,4.0,-5.5650653790162,25.84656511052736
Colombia,27.7755927327124,19.94507766210241,-0.2666567217559403,-0.0687184917494284,8.88292553355603,21.024965744742723,0.4042950127351542,0.0651676016245181,5.149066957578467,8.299448914240262,0.1063368111397584,-0.012540389665742,2,Wealthy Decouplers,COL,South America,75.8,54.4,2024.0,Upper middle income,Americas,3.0,-4.664647901930454,24.609725564032864
Comoros,25.26180330903272,27.48197927321134,0.0658312807035289,-0.0044921819476931,1.7907154851844738,6.890779647823225,0.1681153831004147,0.085135380351859,3.368283369316458,7.561461051432968,0.1412625662458888,0.0357628014336763,4,Lean Hypertension / Low-Obesity Rising-BP,COM,Africa,46.0,30.3,2024.0,Low income,Africa,1.0,1.2644808011009587,26.217498472110382
Congo,31.973491043832148,26.8054092769086,-0.1827045707646338,-0.1004156551716495,2.3326298477800087,8.575483169800627,0.2055083618153592,0.1107699339161784,3.6015855339105287,7.3259217285334275,0.1207065497567394,0.0069013332635314,4,Lean Hypertension / Low-Obesity Rising-BP,COG,Africa,41.0,48.9,2011.0,Lower middle income,Africa,2.0,0.7795469317180661,26.025862345190532
Cook Islands,28.756350753411997,22.79037917787044,-0.1910528455330707,0.0092080854772703,33.36240383417473,55.30655180111346,0.7451005463831357,0.0318628321254885,12.675531507042232,27.01711874519959,0.4858224384063833,-0.2430854814035351,1,Pacific Extreme Outliers,COK,Oceania,74.8,,,,Western Pacific,,2.08020643770859,20.710172740161852
Costa Rica,24.98614595859179,19.48747966772255,-0.1865505538189832,-0.1033019039302345,7.313593145012864,23.759834311706097,0.5510390777325067,0.2682735540070062,4.517374805916111,8.62409555466979,0.1402627969765335,0.0055893654246135,0,Moderate Transition,CRI,North America,82.2,45.5,2025.0,Upper middle income,Americas,3.0,-4.811152809027785,24.298632476750335
Cote d'Ivoire,29.844813605067,27.9644077048675,-0.0665918419516275,-0.2142715629010045,2.401115667536485,9.321472809460456,0.2275466255444545,0.1605285319384919,3.4292769491907533,6.566465122600427,0.1057743162049618,0.0119928286839104,4,Lean Hypertension / Low-Obesity Rising-BP,CIV,Africa,36.8,35.3,2021.0,Lower middle income,Africa,2.0,2.0234021688435746,25.941005536023926
Croatia,38.158116169879534,32.41568154848825,-0.2101429747688352,0.0747563628000082,11.917514089058438,23.251833409131923,0.3717206569112655,0.0856989362503405,4.761695195427587,7.0744748994749385,0.0734060329771337,0.0368111209732119,3,High-Starting-BP Recovery,HRV,Europe,74.0,30.1,2023.0,Upper middle income,Europe,3.0,8.05926363698864,24.356417911499612
